row_type,name,metric,value,unit,source_file,evidence_role,status,note
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,field schema is present but acceptance is closed
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,accepted_curve_target_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,no curve fit targets accepted
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,blocked_curve_target_count,24,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,no fit results imported
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,field schema is complete
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,acceptance is closed
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,runtime coupling remains closed
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,gameplay auto apply remains closed
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,reference_payload_kind,compact-propeller-ct-cp-eta-geometry-reference,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,compact reference payload type
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,acceptance is closed
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,message,curve-fit-acceptance-not-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,current reviewed import and fit quality are not complete
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,acceptance_status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,acceptance gate status
propeller_archive_compact_reference_handoff_scenario,current_acceptance_blocked,source_runtime_info,audit-only-prop-archive-reference-handoff,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,current_reference_handoff,BLOCKED,audit only handoff
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,curve_fit_acceptance_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,compact-reference-review-missing
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,compact_reference_reviewed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,compact-reference-review-missing
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,expected_preset_count,4,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,fit accepted but reference review is missing
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,expected_curve_family_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,fit accepted but reference review is missing
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,expected_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,fit accepted but reference review is missing
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,field schema is complete
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,accepted_curve_target_count,24,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,synthetic fit quality accepted
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,blocked_curve_target_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,no curve target blockers remain
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,field schema is complete
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,compact reference review is missing
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,runtime coupling remains closed
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,gameplay auto apply remains closed
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,reference_payload_kind,compact-propeller-ct-cp-eta-geometry-reference,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,compact reference payload type
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,reference review is missing
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,message,compact-reference-review-missing,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,fit acceptance alone cannot export playable reference
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,acceptance_status,READY,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,curve fit acceptance is ready
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_review_missing,source_runtime_info,synthetic-accepted-reference-review-missing,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_review_missing,BLOCKED,synthetic review missing case
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,curve_fit_acceptance_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,compact-reference-material-ready
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,compact_reference_reviewed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,compact-reference-material-ready
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,expected_preset_count,4,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,four current presets
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,expected_curve_family_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,six required curve families
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,expected_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,twelve compact reference payload fields
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,field schema is complete
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,accepted_curve_target_count,24,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,all curve targets accepted
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,blocked_curve_target_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,no curve target blockers remain
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,field schema is complete
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,reference_material_export_allowed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,reference material may be exported
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,runtime coupling remains closed
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,gameplay auto apply remains closed
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,reference_payload_kind,compact-propeller-ct-cp-eta-geometry-reference,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,compact reference payload type
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,status,READY,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,reference material is ready for export
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,message,compact-reference-material-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,synthetic all-pass and reviewed state
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,acceptance_status,READY,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,curve fit acceptance is ready
propeller_archive_compact_reference_handoff_scenario,acceptance_ready_reference_reviewed,source_runtime_info,synthetic-accepted-reference-handoff-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,accepted_reviewed,READY,synthetic reviewed handoff case
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,curve_fit_acceptance_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,curve-fit-acceptance-not-ready
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,compact_reference_reviewed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,curve-fit-acceptance-not-ready
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,expected_preset_count,4,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,reference review cannot override failed fit
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,expected_curve_family_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,reference review cannot override failed fit
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,expected_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,reference review cannot override failed fit
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,field schema is complete
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,accepted_curve_target_count,23,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,one curve target failed
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,blocked_curve_target_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,one curve target failed
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,field schema is complete
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,failed fit blocks export
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,runtime coupling remains closed
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,gameplay auto apply remains closed
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,reference_payload_kind,compact-propeller-ct-cp-eta-geometry-reference,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,compact reference payload type
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,failed fit blocks export
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,message,curve-fit-acceptance-not-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,reference review cannot override failed fit
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,acceptance_status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,acceptance gate failed
propeller_archive_compact_reference_handoff_scenario,reference_reviewed_acceptance_failed,source_runtime_info,synthetic-reference-reviewed-fit-failed,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reviewed_fit_failed,BLOCKED,synthetic failed fit case
propeller_archive_compact_reference_handoff_summary,all_scenarios,scenario_count,4,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,current review-missing ready and failed scenarios
propeller_archive_compact_reference_handoff_summary,all_scenarios,ready_scenario_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,only synthetic accepted and reviewed scenario opens handoff
propeller_archive_compact_reference_handoff_summary,all_scenarios,blocked_scenario_count,3,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,current review-missing and failed scenarios are blocked
propeller_archive_compact_reference_handoff_summary,all_scenarios,reference_material_export_allowed_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,only one synthetic scenario exports reference material
propeller_archive_compact_reference_handoff_summary,all_scenarios,max_accepted_curve_target_count,24,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,all 24 targets pass in accepted scenarios
propeller_archive_compact_reference_handoff_summary,all_scenarios,max_blocked_curve_target_count,24,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,current scenario has no accepted targets
propeller_archive_compact_reference_handoff_summary,all_scenarios,max_observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,compact reference schema has twelve fields
propeller_archive_compact_reference_handoff_summary,all_scenarios,runtime_coupling_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,runtime coupling remains closed
propeller_archive_compact_reference_handoff_summary,all_scenarios,gameplay_auto_apply_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff_summary,READY,gameplay auto apply remains closed
propeller_archive_compact_reference_handoff_method,reference_handoff_rule,method,accepted-fit-plus-reference-review-plus-complete-schema,audit,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,method,READY,export compact reference only after fit acceptance and reference review; never auto-apply to runtime
