row_type,reference_dataset,source_page,doi,standard_air_density_kg_m3,equation,note,speed_point,speed_m_s,source_scope,flight_filename,preset,local_source_file,mass_kg,max_total_thrust_n,level_horizontal_thrust_margin_n,force_law,linear_drag_coefficient_n_per_mps,total_drag_reference_speed_m_s,body_drag_x_n_per_mps2,body_drag_z_n_per_mps2,total_drag_x_n_per_mps2,total_drag_z_n_per_mps2,equivalent_cda_x_m2,equivalent_cda_z_m2,drag_limited_level_speed_x_m_s,drag_limited_level_speed_z_m_s,axis,speed_source_page,body_drag_coefficient_n_per_mps2,total_drag_coefficient_n_per_mps2,equivalent_cda_m2,required_drag_force_n,residual_horizontal_margin_n,drag_over_level_margin,max_allowable_drag_coefficient_n_per_mps2,max_allowable_equivalent_cda_m2,coefficient_over_max_allowable,drag_limited_level_speed_m_s,speed_over_drag_limited
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_mean,1.5879677718872616,selected_flight_csv,Selected Flight.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0034,0.07896828427152704,0.12892781105555434,0.1991297142179502,53.44808463844437,0.003711836982045799,21.274717788927045,34.73423312477885,0.003711836982045799,109.19934885830641,0.014541916123948301
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_p95,4.04,selected_flight_csv,Selected Flight.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0025,0.04705445544554455,0.07682360072741966,0.7680039999999999,52.14356217499406,0.014514860464723073,3.241812455579971,5.29275502951832,0.014514860464723073,113.86869743211099,0.03547946091513575
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_p95,4.04,selected_flight_csv,Selected Flight.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0045,0.049054455445544556,0.08008890684986866,0.8006472,52.11091897499406,0.015131799299835977,3.241812455579971,5.29275502951832,0.015131799299835977,90.2638917173947,0.04475765362132568
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_p95,4.04,selected_flight_csv,Selected Flight.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0018,0.031502970297029705,0.05143342089310972,0.51417888,53.13303547266232,0.009584446950403178,3.2868845182250714,5.3663420705715446,0.009584446950403178,142.49362445418117,0.02835214568704484
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_p95,4.04,selected_flight_csv,Selected Flight.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0034,0.0331029702970297,0.0540456657910689,0.54029344,53.106920912662325,0.010071230100565084,3.2868845182250714,5.3663420705715446,0.010071230100565083,109.19934885830641,0.03699655760074334
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_max,5.75,selected_flight_csv,Selected Flight.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0025,0.033804347826086954,0.05519077196095829,1.11765625,51.793909924994054,0.021123098989426683,1.6003498275990642,2.6128160450596964,0.02112309898942668,113.86869743211099,0.05049675749060162
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_max,5.75,selected_flight_csv,Selected Flight.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0045,0.035804347826086956,0.05845607808340727,1.18378125,51.727784924994054,0.02237282574635739,1.6003498275990642,2.6128160450596964,0.02237282574635739,90.2638917173947,0.06370210602045115
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_max,5.75,selected_flight_csv,Selected Flight.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0018,0.022669565217391302,0.03701153504880212,0.7495124999999999,52.89770185266232,0.013971135482877206,1.6226000560351554,2.649142948628825,0.013971135482877206,142.49362445418117,0.0403526825991356
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",selected_flight_gps_speed_max,5.75,selected_flight_csv,Selected Flight.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,0.0034,0.024269565217391303,0.039623779946761306,0.8024125,52.84480185266232,0.014957207185542878,1.6226000560351554,2.649142948628825,0.014957207185542878,109.19934885830641,0.052655991634721344
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_mean_gps_speed_across_files,2.8686378391843625,open_field_scenario_summary,Flight Data in Open Field.rar,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.06524755130859573,0.10652661438138078,0.5369275186841861,52.37463865630987,0.010147639873452421,6.429825271912934,10.497673913327239,0.01014763987345242,113.86869743211099,0.025192505964114122
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_mean_gps_speed_across_files,2.8686378391843625,open_field_scenario_summary,Flight Data in Open Field.rar,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.06724755130859573,0.10979192050382976,0.5533856847889868,52.35818049020507,0.010458690316570447,6.429825271912934,10.497673913327239,0.010458690316570445,90.2638917173947,0.03178056900278264
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_mean_gps_speed_across_files,2.8686378391843625,open_field_scenario_summary,Flight Data in Open Field.rar,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.04363170087239716,0.07123542999575046,0.3590488901964441,53.288165462465884,0.006692777892178212,6.519221401832134,10.643626778501442,0.006692777892178212,142.49362445418117,0.020131692559387265
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_mean_gps_speed_across_files,2.8686378391843625,open_field_scenario_summary,Flight Data in Open Field.rar,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.045231700872397154,0.07384767489370964,0.3722154230802846,53.27499892958204,0.0069382059734442265,6.519221401832134,10.643626778501442,0.0069382059734442265,109.19934885830641,0.02626973392402381
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_mean_of_file_max_gps_speed,11.072,open_field_scenario_summary,Flight Data in Open Field.rar,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.018757225433526013,0.0306240415241241,2.29943296,50.61213321499406,0.04345804001331394,0.43161692123665707,0.7046806877333176,0.04345804001331394,113.86869743211099,0.09723479981494627
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_mean_of_file_max_gps_speed,11.072,open_field_scenario_summary,Flight Data in Open Field.rar,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.02075722543352601,0.03388934764657308,2.544611328,50.366954846994055,0.048091778640311354,0.43161692123665707,0.7046806877333176,0.04809177864031135,90.2638917173947,0.12266255962755393
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_mean_of_file_max_gps_speed,11.072,open_field_scenario_summary,Flight Data in Open Field.rar,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.012638150289017342,0.020633714757579334,1.5493005311999999,52.09791382146233,0.028879421790949215,0.4376178436154884,0.7144781120252871,0.028879421790949218,142.49362445418117,0.07770172204132685
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_mean_of_file_max_gps_speed,11.072,open_field_scenario_summary,Flight Data in Open Field.rar,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.01423815028901734,0.023245959655538512,1.7454432255999996,51.901771127062325,0.032535579836931075,0.4376178436154884,0.7144781120252871,0.032535579836931075,109.19934885830641,0.1013925459790669
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_fastest_gps_speed,18.72,open_field_scenario_summary,Flight Data in Open Field.rar,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.012115384615384616,0.01978021978021978,4.245696,48.665870174994055,0.08024135944035825,0.15098678162836626,0.24650903122998571,0.08024135944035825,113.86869743211099,0.1643998782998369
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_fastest_gps_speed,18.72,open_field_scenario_summary,Flight Data in Open Field.rar,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.014115384615384616,0.02304552590266876,4.946572799999999,47.96499337499406,0.0934875521098777,0.15098678162836626,0.24650903122998571,0.0934875521098777,90.2638917173947,0.20739189994832097
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_fastest_gps_speed,18.72,open_field_scenario_summary,Flight Data in Open Field.rar,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.008210256410256411,0.01340450026164312,2.8771891199999997,50.77002523266233,0.05363165925235436,0.153086004138423,0.2499363332872212,0.05363165925235436,142.49362445418117,0.13137429882709886
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_fastest_gps_speed,18.72,open_field_scenario_summary,Flight Data in Open Field.rar,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.00981025641025641,0.016016745159602302,3.4378905599999996,50.209323792662325,0.06408330053076444,0.153086004138423,0.2499363332872212,0.06408330053076444,109.19934885830641,0.17142959363512755
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_1_gps_speed_p95,13.11,open_field_flight_csv,Flight_1.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.016229977116704805,0.026497921823191516,2.78948025,50.12208592499406,0.05271966890517607,0.3078543066326301,0.5026192761349062,0.05271966890517606,113.86869743211099,0.11513260707857169
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_1_gps_speed_p95,13.11,open_field_flight_csv,Flight_1.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.018229977116704803,0.029763227945640493,3.1332244499999997,49.77834172499406,0.05921624847840467,0.3078543066326301,0.5026192761349062,0.05921624847840466,90.2638917173947,0.14524080172662862
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_1_gps_speed_p95,13.11,open_field_flight_csv,Flight_1.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.010953318077803203,0.017882968290290943,1.8825697799999999,51.76464457266233,0.03509165951515197,0.31213451370328477,0.5096073693114853,0.03509165951515196,142.49362445418117,0.09200411632602917
