row_type,source_page,doi,axis_mapping,unit_assumption,target_analysis_rate_hz,max_lag_seconds,activity_threshold_deg_s,min_dynamic_samples,reliable_correlation_threshold,current_apDrone_control_latency_ms,current_apDrone_rc_smoothing_tau_ms,current_apDrone_rc_latency_ms,note,scenario,axis,file_axis_row_count,reliable_row_count,best_lag_ms_p10,best_lag_ms_p50,best_lag_ms_p90,abs_correlation_p50,abs_correlation_p90,gain_p50,mae_deg_s_p50,local_source_file,flight_filename,firmware_version,axis_index,duration_s,raw_sample_count,raw_sample_rate_hz,analysis_stride,analysis_sample_count,analysis_sample_rate_hz,setpoint_range_deg_s,gyro_range_deg_s,setpoint_std_deg_s,gyro_std_deg_s,best_lag_samples,best_lag_ms,best_correlation,best_gain_gyro_per_setpoint,dynamic_pair_count,zero_lag_correlation,zero_lag_gain_gyro_per_setpoint,zero_lag_dynamic_pair_count,best_lag_mae_deg_s,best_lag_median_abs_error_deg_s,best_lag_p95_abs_error_deg_s,best_lag_over_current_control_latency,best_lag_over_control_plus_rc_latency,reliable_for_lag_summary,current_apDrone_rc_frame_interval_ms,current_apDrone_esc_frame_interval_ms,current_apDrone_max_rate_deg_s
apdrone_control_response_axis_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,10.0,12.0,10.0,Summary excludes low-correlation/low-activity rows. Lags are not direct plant delay because Betaflight setpoint and gyro are both closed-loop log fields.,open_field,pitch,5,4,-9.787399999909496,13.972000000087803,20.95800000020631,0.7902669666052047,0.9699916883769333,0.9964270843481203,18.82396940076498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_control_response_axis_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,10.0,12.0,10.0,Summary excludes low-correlation/low-activity rows. Lags are not direct plant delay because Betaflight setpoint and gyro are both closed-loop log fields.,open_field,yaw,5,1,11.976000000117892,11.976000000117892,11.976000000117892,0.9974587572330679,0.9974587572330679,1.008332917993945,3.324300310972901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_control_response_axis_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,10.0,12.0,10.0,Summary excludes low-correlation/low-activity rows. Lags are not direct plant delay because Betaflight setpoint and gyro are both closed-loop log fields.,selected_flight,roll,1,1,25.948000000255433,25.948000000255433,25.948000000255433,0.9197988894398098,0.9197988894398098,1.0138899894016884,9.649867374005305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_control_response_axis_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,10.0,12.0,10.0,Summary excludes low-correlation/low-activity rows. Lags are not direct plant delay because Betaflight setpoint and gyro are both closed-loop log fields.,selected_flight,pitch,1,1,13.972000000137541,13.972000000137541,13.972000000137541,0.9853407599142668,0.9853407599142668,1.0362057311780808,5.868046571798189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_control_response_axis_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,10.0,12.0,10.0,Summary excludes low-correlation/low-activity rows. Lags are not direct plant delay because Betaflight setpoint and gyro are both closed-loop log fields.,selected_flight,yaw,1,1,11.976000000117892,11.976000000117892,11.976000000117892,0.9974587572330679,0.9974587572330679,1.008332917993945,3.324300310972901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_control_response_axis_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,10.0,12.0,10.0,Summary excludes low-correlation/low-activity rows. Lags are not direct plant delay because Betaflight setpoint and gyro are both closed-loop log fields.,urban_environment,roll,5,5,20.746400000001586,21.956000000059817,23.942400000055386,0.916708618516451,0.9575867014701612,1.0392319980374354,6.2314891274428845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_control_response_axis_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,10.0,12.0,10.0,Summary excludes low-correlation/low-activity rows. Lags are not direct plant delay because Betaflight setpoint and gyro are both closed-loop log fields.,urban_environment,pitch,5,5,13.96360000002943,13.972000000038065,16.35639999999512,0.8091720170590747,0.9190120443718719,1.0242446184250127,9.061571125265393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_control_response_axis_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,10.0,12.0,10.0,Summary excludes low-correlation/low-activity rows. Lags are not direct plant delay because Betaflight setpoint and gyro are both closed-loop log fields.,urban_environment,yaw,5,3,3.9920000000108757,19.96000000005438,21.55680000005873,0.9882491928243554,0.9901884952173313,1.0052555034516368,5.171473518615627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,roll,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,flight1.csv,4.5.0,0,208.262836,208642,1002.0040080133023,2,104321,501.00200400665113,20.0,30.0,2.7483000939365967,1.7304272596056385,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,pitch,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,flight1.csv,4.5.0,1,208.262836,208642,1002.0040080133023,2,104321,501.00200400665113,19.0,20.0,2.7111886653841095,1.4510506792098603,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,yaw,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,flight1.csv,4.5.0,2,208.262836,208642,1002.0040080133023,2,104321,501.00200400665113,167.0,780.0,6.836212905812385,43.24697327919517,36,71.85600000019576,0.10202212709965779,0.6383016127899118,20749,0.09735108307948655,0.6126027866022382,18142,68.3195334714926,46.0,223.0,7.185600000019576,3.592800000009788,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,roll,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,flight2.csv,4.5.0,0,197.21953100000002,197587,1002.0040080133023,2,98794,501.00200400665113,9.0,22.0,1.9501541005522118,1.7304051312682172,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,pitch,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,flight2.csv,4.5.0,1,197.21953100000002,197587,1002.0040080133023,2,98794,501.00200400665113,13.0,15.0,1.7704750791498451,1.548762242486028,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,yaw,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,flight2.csv,4.5.0,2,197.21953100000002,197587,1002.0040080133023,2,98794,501.00200400665113,0.0,272.0,0.0,17.931033351668294,0,0.0,,,0,,,6309,59.85687113647171,50.0,119.0,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,roll,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,flight3.csv,4.5.0,0,221.13733299999998,221537,1002.0040080061683,2,110769,501.00200400665113,15.0,20.0,2.7048180433767635,1.7146350617058586,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,pitch,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,flight3.csv,4.5.0,1,221.13733299999998,221537,1002.0040080061683,2,110769,501.00200400665113,9.0,15.0,1.9596593756693228,1.5123388829839972,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,yaw,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,flight3.csv,4.5.0,2,221.13733299999998,221537,1002.0040080061683,2,110769,501.00200400665113,172.0,355.0,3.3713163887798436,28.147634014616848,10,19.96000000005438,0.13737107776719612,1.1144325653712364,18274,0.1345393816338462,1.0930306986094536,17597,59.67587829703404,52.0,119.0,1.9960000000054379,0.9980000000027189,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,roll,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,flight4.csv,4.5.0,0,206.90395999999998,207275,1002.0040080061683,2,103638,501.00200400308415,14.0,20.0,1.7060864276920078,1.707573673814275,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,pitch,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,flight4.csv,4.5.0,1,206.90395999999998,207275,1002.0040080061683,2,103638,501.00200400308415,8.0,16.0,1.3407312987517501,1.4425532788352498,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,yaw,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,flight4.csv,4.5.0,2,206.90395999999998,207275,1002.0040080061683,2,103638,501.00200400308415,182.0,332.0,6.932370521005194,26.803438758800617,40,79.84000000078595,0.19912240440100784,0.7366479402654905,16113,0.1882861105877939,0.6920297625964159,13814,53.54428101532924,44.0,132.0,7.984000000078595,3.9920000000392974,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,roll,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,flight5.csv,4.5.0,0,195.78767,196139,1002.0040080133023,2,98070,501.00200400665113,16.0,19.0,2.137044966420481,1.752564014584124,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,pitch,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,flight5.csv,4.5.0,1,195.78767,196139,1002.0040080133023,2,98070,501.00200400665113,14.0,22.0,1.5488894848936468,1.5206452209838428,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_max_power,yaw,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,flight5.csv,4.5.0,2,195.78767,196139,1002.0040080133023,2,98070,501.00200400665113,233.0,270.0,6.528048201968216,19.512511637363076,16,31.936000000087006,0.2671628902743796,0.7452554799633541,10011,0.2597910861528813,0.7264784811048738,9213,48.46398961142743,43.0,99.0,3.1936000000087006,1.5968000000043503,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_normal_power,roll,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight1.csv,flight1.csv,4.5.0,0,514.1748690000001,1030241,2004.008016069408,4,257561,501.00200400308415,262.0,262.0,7.6274778046604,8.213816063143021,13,25.948000000255433,0.9948144539716748,1.0435642504101867,5551,0.9548837530230722,1.0035006770865806,4684,3.6359214555935866,3.0,8.0,2.5948000000255433,1.2974000000127717,1,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_normal_power,pitch,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight1.csv,flight1.csv,4.5.0,1,514.1748690000001,1030241,2004.008016069408,4,257561,501.00200400308415,224.0,243.0,7.521160313268912,8.032577811276218,6,11.976000000117892,0.9974674078698237,1.0562004011933372,4970,0.9903413282644453,1.0500761921023398,4482,2.949698189134809,2.0,7.0,1.1976000000117892,0.5988000000058946,1,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_normal_power,yaw,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight1.csv,flight1.csv,4.5.0,2,514.1748690000001,1030241,2004.008016069408,4,257561,501.00200400308415,74.0,82.0,2.4811838800324884,2.6452824081883137,35,69.8600000006877,0.7561770703900774,0.8989629603229393,250,,,212,6.824,3.0,18.0,6.9860000000687705,3.4930000000343853,1,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_normal_power,roll,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight2.csv,flight2.csv,4.5.0,0,508.750327,1019392,2004.008016069408,4,254848,501.00200400308415,131.0,144.0,5.735990164271994,6.4292481727923265,10,19.960000000196487,0.9981468778516054,1.098895160204834,3461,0.9852287131130351,1.0920799019438483,2980,3.709332562843109,4.0,7.0,1.9960000000196487,0.9980000000098244,1,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_normal_power,pitch,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight2.csv,flight2.csv,4.5.0,1,508.750327,1019392,2004.008016069408,4,254848,501.00200400308415,162.0,172.0,6.9215161008542845,7.403802405960297,5,9.980000000098244,0.9981940193280163,1.0601099190002201,4492,0.9945556677411056,1.0586699529878991,4092,2.7971950133570793,3.0,6.0,0.9980000000098244,0.4990000000049122,1,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_normal_power,yaw,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight2.csv,flight2.csv,4.5.0,2,508.750327,1019392,2004.008016069408,4,254848,501.00200400308415,23.0,35.0,1.297887217061508,1.5197553353316626,0,0.0,,,0,,,0,,,,0.0,0.0,0,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_normal_power,roll,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight3.csv,flight3.csv,4.5.0,0,508.017297,1017906,2004.008016069408,4,254477,501.00200400308415,244.0,249.0,7.238599188294499,7.897267912442335,12,23.952000000235785,0.9952684139120282,1.0670835143108297,5163,0.969888382662511,1.043925264440555,4350,3.6798373038930854,3.0,8.0,2.3952000000235785,1.1976000000117892,1,6.666666666666667,2.0833333333333335,1998.0
apdrone_control_response_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,30.0,,,10.0,12.0,10.0,"Positive lag means gyroADC best matches setpoint delayed by that many milliseconds. Correlation lag is a closed-loop diagnostic, not pure motor/control latency.",battery_normal_power,pitch,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight3.csv,flight3.csv,4.5.0,1,508.017297,1017906,2004.008016069408,4,254477,501.00200400308415,248.0,267.0,8.546365528996153,9.066815442316013,6,11.976000000117892,0.9962222728777853,1.0447216907807626,5184,0.9912783588614875,1.040056835687769,4768,3.1670524691358026,3.0,7.0,1.1976000000117892,0.5988000000058946,1,6.666666666666667,2.0833333333333335,1998.0
